transaction_id,timestamp,date,hour,pos_terminal_id,cashier_id,product_id,sku,product_name,category,quantity,unit_sell_price,line_total,payment_method
T1047,2024-05-09 18:55:54,2024-05-09,18:00,POS-1,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,3,44.81,134.43,EBT
T1047,2024-05-09 18:55:54,2024-05-09,18:00,POS-2,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Card
T1063,2024-05-09 20:02:46,2024-05-09,20:00,POS-2,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,2,4.16,8.32,Card
T1063,2024-05-09 20:02:46,2024-05-09,20:00,POS-2,C001,P038,ALMONDS,Blue Diamond Almonds,Snacks,2,25.38,50.76,Card
T1063,2024-05-09 20:02:46,2024-05-09,20:00,POS-1,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Cash
T1045,2024-05-09 20:32:17,2024-05-09,20:00,POS-2,C001,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,EBT
T1054,2024-05-09 21:51:35,2024-05-09,21:00,POS-2,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Apple Pay
T1054,2024-05-09 21:51:35,2024-05-09,21:00,POS-2,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,2,18.81,37.62,Apple Pay
T1054,2024-05-09 21:51:35,2024-05-09,21:00,POS-1,C002,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Card
T1090,2024-05-10 09:12:02,2024-05-10,09:00,POS-2,C003,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,EBT
T1090,2024-05-10 09:12:02,2024-05-10,09:00,POS-1,C003,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,Cash
T1108,2024-05-10 11:39:47,2024-05-10,11:00,POS-2,C002,P021,RICE,Jasmine Rice 5lb,Grocery,2,1.17,2.34,Card
T1108,2024-05-10 11:39:47,2024-05-10,11:00,POS-2,C003,P017,BUTTER,Butter Sticks,Dairy,1,42.18,42.18,Card
T1108,2024-05-10 11:39:47,2024-05-10,11:00,POS-2,C003,P017,BUTTER,Butter Sticks,Dairy,2,42.18,84.36,Card
T1099,2024-05-10 11:53:49,2024-05-10,11:00,POS-1,C001,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,2,3.48,6.96,Cash
T1099,2024-05-10 11:53:49,2024-05-10,11:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Apple Pay
T1085,2024-05-10 12:07:03,2024-05-10,12:00,POS-1,C001,P015,ORANGE-JUICE,Orange Juice,Beverage,2,4.16,8.32,EBT
T1085,2024-05-10 12:07:03,2024-05-10,12:00,POS-1,C003,P029,BACON,Bacon Pack,Meat,2,2.13,4.26,Cash
T1080,2024-05-10 12:08:09,2024-05-10,12:00,POS-1,C003,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,Apple Pay
T1112,2024-05-10 12:36:43,2024-05-10,12:00,POS-2,C001,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Apple Pay
T1112,2024-05-10 12:36:43,2024-05-10,12:00,POS-1,C002,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,3,18.81,56.43,EBT
T1112,2024-05-10 12:36:43,2024-05-10,12:00,POS-2,C003,P011,DORITOS,Doritos Nacho Cheese,Snacks,3,44.82,134.46,EBT
T1112,2024-05-10 12:36:43,2024-05-10,12:00,POS-1,C003,P028,HOTDOG,Hot Dog Pack,Meat,1,8.92,8.92,Apple Pay
T1091,2024-05-10 12:55:49,2024-05-10,12:00,POS-2,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Apple Pay
T1098,2024-05-10 13:36:23,2024-05-10,13:00,POS-2,C003,P030,SOAP,Dish Soap,Household,1,12.33,12.33,EBT
T1098,2024-05-10 13:36:23,2024-05-10,13:00,POS-2,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,2,5.00,10.00,Card
T1098,2024-05-10 13:36:23,2024-05-10,13:00,POS-2,C003,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Card
T1098,2024-05-10 13:36:23,2024-05-10,13:00,POS-2,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Apple Pay
T1107,2024-05-10 13:50:21,2024-05-10,13:00,POS-1,C001,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,2,3.48,6.96,Card
T1107,2024-05-10 13:50:21,2024-05-10,13:00,POS-2,C002,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,EBT
T1107,2024-05-10 13:50:21,2024-05-10,13:00,POS-1,C002,P017,BUTTER,Butter Sticks,Dairy,1,42.18,42.18,Apple Pay
T1104,2024-05-10 14:17:28,2024-05-10,14:00,POS-2,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Cash
T1104,2024-05-10 14:17:28,2024-05-10,14:00,POS-2,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Cash
T1087,2024-05-10 14:23:04,2024-05-10,14:00,POS-1,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,2,18.81,37.62,EBT
T1095,2024-05-10 14:24:58,2024-05-10,14:00,POS-2,C001,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Apple Pay
T1092,2024-05-10 14:25:47,2024-05-10,14:00,POS-2,C003,P035,BATTERY-AA,AA Batteries,Electronics,2,33.84,67.68,Apple Pay
T1092,2024-05-10 14:25:47,2024-05-10,14:00,POS-2,C001,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,1,18.81,18.81,EBT
T1092,2024-05-10 14:25:47,2024-05-10,14:00,POS-1,C003,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,2,23.35,46.70,Apple Pay
T1092,2024-05-10 14:25:47,2024-05-10,14:00,POS-1,C001,P017,BUTTER,Butter Sticks,Dairy,1,42.18,42.18,Apple Pay
T1110,2024-05-10 14:26:09,2024-05-10,14:00,POS-1,C003,P025,TUNA,Tuna Can,Grocery,3,11.46,34.38,Cash
T1110,2024-05-10 14:26:09,2024-05-10,14:00,POS-1,C003,P014,GATORADE,Gatorade 20oz,Beverage,2,30.95,61.90,Apple Pay
T1110,2024-05-10 14:26:09,2024-05-10,14:00,POS-2,C003,P028,HOTDOG,Hot Dog Pack,Meat,3,8.92,26.76,EBT
T1110,2024-05-10 14:26:09,2024-05-10,14:00,POS-1,C002,P037,CEREAL,Cereal Box,Grocery,1,7.72,7.72,Apple Pay
T1083,2024-05-10 14:32:09,2024-05-10,14:00,POS-2,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,EBT
T1083,2024-05-10 14:32:09,2024-05-10,14:00,POS-2,C001,P037,CEREAL,Cereal Box,Grocery,2,7.72,15.44,EBT
T1083,2024-05-10 14:32:09,2024-05-10,14:00,POS-2,C001,P031,PAPER-TOWEL,Paper Towels,Household,1,7.15,7.15,Card
T1083,2024-05-10 14:32:09,2024-05-10,14:00,POS-1,C003,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Apple Pay
T1105,2024-05-10 14:32:29,2024-05-10,14:00,POS-1,C001,P035,BATTERY-AA,AA Batteries,Electronics,2,33.84,67.68,Apple Pay
T1105,2024-05-10 14:32:29,2024-05-10,14:00,POS-1,C002,P017,BUTTER,Butter Sticks,Dairy,1,42.18,42.18,EBT
T1105,2024-05-10 14:32:29,2024-05-10,14:00,POS-2,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Card
T1105,2024-05-10 14:32:29,2024-05-10,14:00,POS-2,C001,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,1,18.81,18.81,Apple Pay
T1114,2024-05-10 14:45:30,2024-05-10,14:00,POS-1,C003,P024,SOUP,Chicken Soup Can,Grocery,1,3.37,3.37,Cash
T1103,2024-05-10 14:51:51,2024-05-10,14:00,POS-2,C001,P008,BREAD-WHT,White Bread,Grocery,2,3.30,6.60,Apple Pay
T1103,2024-05-10 14:51:51,2024-05-10,14:00,POS-1,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Apple Pay
T1103,2024-05-10 14:51:51,2024-05-10,14:00,POS-2,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,3,44.81,134.43,Cash
T1103,2024-05-10 14:51:51,2024-05-10,14:00,POS-1,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,Cash
T1109,2024-05-10 15:16:41,2024-05-10,15:00,POS-2,C001,P026,ICECREAM,Ice Cream Pint,Frozen,1,8.55,8.55,Cash
T1109,2024-05-10 15:16:41,2024-05-10,15:00,POS-1,C001,P021,RICE,Jasmine Rice 5lb,Grocery,1,1.17,1.17,Card
T1111,2024-05-10 15:43:49,2024-05-10,15:00,POS-2,C001,P022,PASTA,Pasta Box,Grocery,2,6.70,13.40,Apple Pay
T1111,2024-05-10 15:43:49,2024-05-10,15:00,POS-1,C003,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,EBT
T1111,2024-05-10 15:43:49,2024-05-10,15:00,POS-2,C002,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Apple Pay
T1086,2024-05-10 16:18:27,2024-05-10,16:00,POS-2,C001,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Card
T1093,2024-05-10 16:19:28,2024-05-10,16:00,POS-2,C002,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Card
T1093,2024-05-10 16:19:28,2024-05-10,16:00,POS-2,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,Cash
T1093,2024-05-10 16:19:28,2024-05-10,16:00,POS-1,C003,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,EBT
T1093,2024-05-10 16:19:28,2024-05-10,16:00,POS-1,C001,P026,ICECREAM,Ice Cream Pint,Frozen,1,8.55,8.55,Cash
T1096,2024-05-10 16:31:12,2024-05-10,16:00,POS-2,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,EBT
T1082,2024-05-10 16:36:28,2024-05-10,16:00,POS-1,C003,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,1,3.48,3.48,Cash
T1082,2024-05-10 16:36:28,2024-05-10,16:00,POS-1,C003,P029,BACON,Bacon Pack,Meat,1,2.13,2.13,EBT
T1082,2024-05-10 16:36:28,2024-05-10,16:00,POS-1,C003,P017,BUTTER,Butter Sticks,Dairy,1,42.18,42.18,Card
T1082,2024-05-10 16:36:28,2024-05-10,16:00,POS-1,C001,P014,GATORADE,Gatorade 20oz,Beverage,1,30.95,30.95,Apple Pay
T1084,2024-05-10 17:08:02,2024-05-10,17:00,POS-2,C002,P037,CEREAL,Cereal Box,Grocery,3,7.72,23.16,Card
T1084,2024-05-10 17:08:02,2024-05-10,17:00,POS-1,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,Cash
T1084,2024-05-10 17:08:02,2024-05-10,17:00,POS-2,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Apple Pay
T1094,2024-05-10 17:23:23,2024-05-10,17:00,POS-2,C002,P038,ALMONDS,Blue Diamond Almonds,Snacks,1,25.38,25.38,Card
T1094,2024-05-10 17:23:23,2024-05-10,17:00,POS-1,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Apple Pay
T1094,2024-05-10 17:23:23,2024-05-10,17:00,POS-2,C003,P003,EGG-12CT,Eggs 12ct,Grocery,2,37.39,74.78,Apple Pay
T1094,2024-05-10 17:23:23,2024-05-10,17:00,POS-1,C001,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,Cash
T1102,2024-05-10 17:26:39,2024-05-10,17:00,POS-2,C003,P017,BUTTER,Butter Sticks,Dairy,3,42.18,126.54,Apple Pay
T1089,2024-05-10 17:47:48,2024-05-10,17:00,POS-1,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,EBT
T1089,2024-05-10 17:47:48,2024-05-10,17:00,POS-2,C003,P011,DORITOS,Doritos Nacho Cheese,Snacks,3,44.82,134.46,Cash
T1089,2024-05-10 17:47:48,2024-05-10,17:00,POS-1,C003,P011,DORITOS,Doritos Nacho Cheese,Snacks,1,44.82,44.82,EBT
T1106,2024-05-10 17:48:25,2024-05-10,17:00,POS-2,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,EBT
T1106,2024-05-10 17:48:25,2024-05-10,17:00,POS-2,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Apple Pay
T1106,2024-05-10 17:48:25,2024-05-10,17:00,POS-1,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,2,5.00,10.00,Card
T1101,2024-05-10 18:36:02,2024-05-10,18:00,POS-2,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,Cash
T1079,2024-05-10 19:19:41,2024-05-10,19:00,POS-2,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,Card
T1079,2024-05-10 19:19:41,2024-05-10,19:00,POS-2,C003,P025,TUNA,Tuna Can,Grocery,3,11.46,34.38,Apple Pay
T1079,2024-05-10 19:19:41,2024-05-10,19:00,POS-2,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Cash
T1079,2024-05-10 19:19:41,2024-05-10,19:00,POS-2,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,Cash
T1081,2024-05-10 19:39:08,2024-05-10,19:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,EBT
T1081,2024-05-10 19:39:08,2024-05-10,19:00,POS-1,C002,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Apple Pay
T1081,2024-05-10 19:39:08,2024-05-10,19:00,POS-2,C001,P025,TUNA,Tuna Can,Grocery,3,11.46,34.38,Cash
T1081,2024-05-10 19:39:08,2024-05-10,19:00,POS-2,C001,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Apple Pay
T1100,2024-05-10 20:14:22,2024-05-10,20:00,POS-2,C001,P034,ADVIL,Pain Reliever,Pharmacy,2,5.77,11.54,Apple Pay
T1100,2024-05-10 20:14:22,2024-05-10,20:00,POS-1,C003,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,Cash
T1100,2024-05-10 20:14:22,2024-05-10,20:00,POS-1,C001,P022,PASTA,Pasta Box,Grocery,2,6.70,13.40,Apple Pay
T1113,2024-05-10 20:44:17,2024-05-10,20:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Cash
T1113,2024-05-10 20:44:17,2024-05-10,20:00,POS-1,C001,P026,ICECREAM,Ice Cream Pint,Frozen,3,8.55,25.65,Card
T1088,2024-05-10 21:16:47,2024-05-10,21:00,POS-2,C001,P011,DORITOS,Doritos Nacho Cheese,Snacks,1,44.82,44.82,Card
T1097,2024-05-10 21:51:43,2024-05-10,21:00,POS-2,C001,P024,SOUP,Chicken Soup Can,Grocery,1,3.37,3.37,Cash
T1097,2024-05-10 21:51:43,2024-05-10,21:00,POS-1,C001,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Cash
T1097,2024-05-10 21:51:43,2024-05-10,21:00,POS-1,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,Card
T1142,2024-05-11 08:19:28,2024-05-11,08:00,POS-2,C003,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,2,3.48,6.96,EBT
T1142,2024-05-11 08:19:28,2024-05-11,08:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Apple Pay
T1142,2024-05-11 08:19:28,2024-05-11,08:00,POS-1,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Apple Pay
T1123,2024-05-11 08:26:11,2024-05-11,08:00,POS-2,C002,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,3,3.48,10.44,EBT
T1123,2024-05-11 08:26:11,2024-05-11,08:00,POS-2,C002,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,2,23.35,46.70,Card
T1121,2024-05-11 09:35:57,2024-05-11,09:00,POS-2,C001,P020,SUGAR,Sugar 4lb,Grocery,1,5.28,5.28,Cash
T1121,2024-05-11 09:35:57,2024-05-11,09:00,POS-2,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,EBT
T1157,2024-05-11 10:01:50,2024-05-11,10:00,POS-2,C001,P008,BREAD-WHT,White Bread,Grocery,2,3.30,6.60,EBT
T1157,2024-05-11 10:01:50,2024-05-11,10:00,POS-2,C003,P006,KETTLE-CHIPS,Kettle Chips Sea Salt,Snacks,2,2.49,4.98,Card
T1149,2024-05-11 10:06:16,2024-05-11,10:00,POS-1,C002,P017,BUTTER,Butter Sticks,Dairy,2,42.18,84.36,Apple Pay
T1149,2024-05-11 10:06:16,2024-05-11,10:00,POS-2,C003,P018,CHEESE,Cheddar Cheese Block,Dairy,2,10.18,20.36,Cash
T1155,2024-05-11 10:23:44,2024-05-11,10:00,POS-2,C002,P017,BUTTER,Butter Sticks,Dairy,1,42.18,42.18,Cash
T1155,2024-05-11 10:23:44,2024-05-11,10:00,POS-1,C003,P014,GATORADE,Gatorade 20oz,Beverage,2,30.95,61.90,Cash
T1154,2024-05-11 10:42:55,2024-05-11,10:00,POS-1,C002,P018,CHEESE,Cheddar Cheese Block,Dairy,2,10.18,20.36,Apple Pay
T1154,2024-05-11 10:42:55,2024-05-11,10:00,POS-1,C003,P022,PASTA,Pasta Box,Grocery,2,6.70,13.40,Apple Pay
T1154,2024-05-11 10:42:55,2024-05-11,10:00,POS-1,C003,P021,RICE,Jasmine Rice 5lb,Grocery,2,1.17,2.34,Cash
T1154,2024-05-11 10:42:55,2024-05-11,10:00,POS-1,C001,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Apple Pay
T1135,2024-05-11 11:40:14,2024-05-11,11:00,POS-1,C003,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,EBT
T1153,2024-05-11 11:42:27,2024-05-11,11:00,POS-1,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Cash
T1153,2024-05-11 11:42:27,2024-05-11,11:00,POS-2,C003,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Card
T1153,2024-05-11 11:42:27,2024-05-11,11:00,POS-1,C003,P003,EGG-12CT,Eggs 12ct,Grocery,2,37.39,74.78,Cash
T1153,2024-05-11 11:42:27,2024-05-11,11:00,POS-2,C001,P021,RICE,Jasmine Rice 5lb,Grocery,1,1.17,1.17,EBT
T1126,2024-05-11 12:02:25,2024-05-11,12:00,POS-2,C001,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,Apple Pay
T1126,2024-05-11 12:02:25,2024-05-11,12:00,POS-2,C001,P004,SBUX-FRAP,Starbucks Frappuccino,Beverage,2,42.69,85.38,Apple Pay
T1126,2024-05-11 12:02:25,2024-05-11,12:00,POS-1,C002,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Apple Pay
T1126,2024-05-11 12:02:25,2024-05-11,12:00,POS-1,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Cash
T1141,2024-05-11 12:35:24,2024-05-11,12:00,POS-1,C003,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Card
T1141,2024-05-11 12:35:24,2024-05-11,12:00,POS-2,C001,P021,RICE,Jasmine Rice 5lb,Grocery,1,1.17,1.17,EBT
T1141,2024-05-11 12:35:24,2024-05-11,12:00,POS-1,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,3,18.81,56.43,EBT
T1141,2024-05-11 12:35:24,2024-05-11,12:00,POS-2,C001,P028,HOTDOG,Hot Dog Pack,Meat,1,8.92,8.92,Card
T1133,2024-05-11 12:36:53,2024-05-11,12:00,POS-2,C002,P017,BUTTER,Butter Sticks,Dairy,3,42.18,126.54,EBT
T1133,2024-05-11 12:36:53,2024-05-11,12:00,POS-2,C002,P023,SAUCE,Tomato Sauce Jar,Grocery,3,8.57,25.71,Cash
T1150,2024-05-11 13:01:30,2024-05-11,13:00,POS-1,C003,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,Cash
T1151,2024-05-11 13:21:29,2024-05-11,13:00,POS-2,C003,P018,CHEESE,Cheddar Cheese Block,Dairy,1,10.18,10.18,EBT
T1151,2024-05-11 13:21:29,2024-05-11,13:00,POS-1,C002,P011,DORITOS,Doritos Nacho Cheese,Snacks,1,44.82,44.82,Card
T1116,2024-05-11 13:38:06,2024-05-11,13:00,POS-1,C003,P008,BREAD-WHT,White Bread,Grocery,2,3.30,6.60,EBT
T1116,2024-05-11 13:38:06,2024-05-11,13:00,POS-1,C001,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,1,23.35,23.35,Apple Pay
T1116,2024-05-11 13:38:06,2024-05-11,13:00,POS-2,C003,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,Apple Pay
T1129,2024-05-11 13:38:38,2024-05-11,13:00,POS-1,C002,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Cash
T1136,2024-05-11 13:39:40,2024-05-11,13:00,POS-2,C003,P023,SAUCE,Tomato Sauce Jar,Grocery,1,8.57,8.57,Apple Pay
T1136,2024-05-11 13:39:40,2024-05-11,13:00,POS-2,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Card
T1136,2024-05-11 13:39:40,2024-05-11,13:00,POS-1,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,Cash
T1136,2024-05-11 13:39:40,2024-05-11,13:00,POS-2,C002,P014,GATORADE,Gatorade 20oz,Beverage,2,30.95,61.90,Apple Pay
T1144,2024-05-11 13:50:04,2024-05-11,13:00,POS-1,C002,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,Card
T1144,2024-05-11 13:50:04,2024-05-11,13:00,POS-2,C001,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,EBT
T1144,2024-05-11 13:50:04,2024-05-11,13:00,POS-2,C002,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,EBT
T1145,2024-05-11 13:52:52,2024-05-11,13:00,POS-1,C002,P008,BREAD-WHT,White Bread,Grocery,3,3.30,9.90,Apple Pay
T1145,2024-05-11 13:52:52,2024-05-11,13:00,POS-2,C002,P021,RICE,Jasmine Rice 5lb,Grocery,1,1.17,1.17,Apple Pay
T1132,2024-05-11 13:56:31,2024-05-11,13:00,POS-2,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,EBT
T1132,2024-05-11 13:56:31,2024-05-11,13:00,POS-1,C003,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,1,23.35,23.35,Cash
T1132,2024-05-11 13:56:31,2024-05-11,13:00,POS-2,C003,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,EBT
T1132,2024-05-11 13:56:31,2024-05-11,13:00,POS-1,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Apple Pay
T1159,2024-05-11 14:07:49,2024-05-11,14:00,POS-2,C003,P004,SBUX-FRAP,Starbucks Frappuccino,Beverage,3,42.69,128.07,EBT
T1159,2024-05-11 14:07:49,2024-05-11,14:00,POS-1,C001,P026,ICECREAM,Ice Cream Pint,Frozen,1,8.55,8.55,Cash
T1156,2024-05-11 14:08:11,2024-05-11,14:00,POS-2,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Cash
T1156,2024-05-11 14:08:11,2024-05-11,14:00,POS-2,C002,P022,PASTA,Pasta Box,Grocery,2,6.70,13.40,EBT
T1156,2024-05-11 14:08:11,2024-05-11,14:00,POS-2,C002,P034,ADVIL,Pain Reliever,Pharmacy,2,5.77,11.54,Cash
T1158,2024-05-11 15:17:49,2024-05-11,15:00,POS-1,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,2,5.00,10.00,Card
T1158,2024-05-11 15:17:49,2024-05-11,15:00,POS-1,C002,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,3,3.48,10.44,Card
T1158,2024-05-11 15:17:49,2024-05-11,15:00,POS-2,C002,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,2,3.48,6.96,Card
T1128,2024-05-11 15:26:35,2024-05-11,15:00,POS-1,C002,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,1,18.81,18.81,Apple Pay
T1128,2024-05-11 15:26:35,2024-05-11,15:00,POS-1,C001,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Apple Pay
T1127,2024-05-11 15:27:35,2024-05-11,15:00,POS-2,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,EBT
T1127,2024-05-11 15:27:35,2024-05-11,15:00,POS-1,C002,P011,DORITOS,Doritos Nacho Cheese,Snacks,2,44.82,89.64,EBT
T1127,2024-05-11 15:27:35,2024-05-11,15:00,POS-2,C001,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Cash
T1127,2024-05-11 15:27:35,2024-05-11,15:00,POS-1,C002,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,1,18.81,18.81,Card
T1138,2024-05-11 15:54:06,2024-05-11,15:00,POS-2,C002,P005,MILK-GAL,Milk Gallon,Dairy,3,4.49,13.47,Card
T1117,2024-05-11 16:00:47,2024-05-11,16:00,POS-2,C002,P029,BACON,Bacon Pack,Meat,1,2.13,2.13,Apple Pay
T1117,2024-05-11 16:00:47,2024-05-11,16:00,POS-2,C003,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,Card
T1117,2024-05-11 16:00:47,2024-05-11,16:00,POS-1,C002,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,1,3.48,3.48,Apple Pay
T1119,2024-05-11 16:18:23,2024-05-11,16:00,POS-2,C003,P004,SBUX-FRAP,Starbucks Frappuccino,Beverage,1,42.69,42.69,Apple Pay
T1119,2024-05-11 16:18:23,2024-05-11,16:00,POS-2,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Cash
T1140,2024-05-11 16:34:21,2024-05-11,16:00,POS-2,C001,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,2,3.48,6.96,Card
T1140,2024-05-11 16:34:21,2024-05-11,16:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Apple Pay
T1140,2024-05-11 16:34:21,2024-05-11,16:00,POS-2,C002,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,2,23.35,46.70,Card
T1140,2024-05-11 16:34:21,2024-05-11,16:00,POS-2,C002,P026,ICECREAM,Ice Cream Pint,Frozen,3,8.55,25.65,EBT
T1124,2024-05-11 16:42:55,2024-05-11,16:00,POS-2,C003,P023,SAUCE,Tomato Sauce Jar,Grocery,1,8.57,8.57,Cash
T1124,2024-05-11 16:42:55,2024-05-11,16:00,POS-1,C001,P011,DORITOS,Doritos Nacho Cheese,Snacks,3,44.82,134.46,Card
T1148,2024-05-11 16:45:27,2024-05-11,16:00,POS-2,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Card
T1148,2024-05-11 16:45:27,2024-05-11,16:00,POS-1,C001,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,1,23.35,23.35,Cash
